,tweet
1284,Today we could potentially see the last of both Lionel Messi and Cristiano Ronaldo in World Cup football!
1285,"Did you ever think you will be grammar checking the American President, @suhelseth ? https://t.co/cBSTO5Dd9s"
1286,Big Fight tonight- a lot of attention on the Emergency this week. What are the lessons to be learnt? How can we pre… https://t.co/RTcepWLRdL
1287,Appalling act of savagery in #Mandsaur - just think of that helpless little child who was attacked. Glad that the l… https://t.co/Oo001TDGYy
1288,RT @SportsJOE_UK: #ENGBEL first half highlights... https://t.co/ivUozhHy45
1289,"RT @ndtv: WATCH | ""We need to see that Pakistan no longer harbors terrorists... What we are not going to do is continue to support a nation…"
1290,The winner of #EngvsBel could bump into Brazil in the quarter finals. Which is why both sides may not mind losing today!
1291,Hmm that’s an interesting teaser! What’s about to happen?! https://t.co/30YTqGMheS
1292,And no shocks here! India win comfortably against Ireland! 🇮🇳 🇮🇳 https://t.co/3G7X6eAFXO
1293,Ireland never seriously had a chance of challenging India! It would have been as crazy as South Korea beating Germany in football!
1294,You may want to wait for another couple of hours! You never know... https://t.co/IvbAhQ7A2B
1295,That’s not good. https://t.co/zgbXeNzLKQ
1296,RT @Cricket_Germany: We hereby ask #FIFA to make the next #WorldCup open only to ten teams 🏏🇩🇪
1297,@OmarAbdullah @sidin Belgium!
1298,South Korea beat Germany 2-0 to knock them out!  Asian teams leaving their mark on this World Cup. #KORvGER
1299,"RT @BillGates: #AI bots just beat humans at the video game Dota 2. That’s a big deal, because their victory required teamwork and collabora…"
1300,Messi! He’s looking hungry in this match!
1301,Spain top the group and will play Russia. Portugal number 2 and will play Uruguay. Iran missed going through by a c… https://t.co/tEJEe83YJI
1302,OMG! What is happening in this group! Spain equalise as do Iran! And Iran just missed a winner. All in three minutes.
1303,45 minutes of trying to watch two matches at the same time leaving me a bit cross eyed! #PORvIRN #ESPvsMAR
1304,@sharmarohitraj How is agreeing with him the same as taunting him?!
1305,I couldn’t agree more. https://t.co/9IIB9BRErb
1306,"Given its strategic location, Seychelles is very important for India. We seem to have lost the Maldives (for now) -… https://t.co/ZfTLG0GJWt"
1307,Saying it is wrong to insult the External Affairs Minister of India is “harmful” to my life? Wow! @SushmaSwaraj https://t.co/EiwTQLJRZJ
1308,Ok. Whatever that means! But I love dogs so I’ll take it as a compliment. 😂😜. @SushmaSwaraj https://t.co/JxzXXpRwuf
1309,@ajaymishra_in @SushmaSwaraj Actually his tweet was retweeted by @SushmaSwaraj herself. That’s where I saw it. Go check.
1310,"@NavinKTyagi @SushmaSwaraj I’m a friendly person. You send me a message about football or cricket, I will respond too! 😁"
1311,@sriniramadurai @localvirar @Nidhi @ndtv @akhileshsharma1 Actually I don’t hold any position there. Get your facts right.
1312,@GappistanRadio Where did I say I wanted to control anything? Simply stating a fact. That these comments reflect so… https://t.co/LWb1w8doTy
1313,@localvirar @Nidhi @ndtv @akhileshsharma1 Huh? Am I supposed to comment on every offensive tweet that comes up anyw… https://t.co/6ggh4ceQov
1314,@Indian_1111 @SushmaSwaraj Why should I quit?
1315,The fact that someone of the grace and stature of @SushmaSwaraj would be subjected to a concerted attack like this… https://t.co/B6rxIfZrJh
1316,"RT @Raheelk: When 'news' was entirely state run, monopolized and structured. Okay to get nostalgic, but let's not think of DD days as the g…"
1317,"Well, India has gone from 172 in the FIFA rankings to 97 in just a couple of years. So who knows? FIFA World Cup in… https://t.co/1wseKQAudK"
1318,"Hopefully, the day isn’t far when India will beat Argentina in football too! 😁🙏🏼 https://t.co/ltgNbIYarv"
1319,India beat Olympic Champions Argentina 2-1 in hockey! Fantaaaaastic.
1320,How was that shove in the back NOT a penalty? https://t.co/JyQ5LF14f6
1321,Belgium is looking one of the most formidable teams at the FIFA World Cup. Could go all the way!
1322,Thrashing Pakistan has become a delightful habit for the Indian hockey team! 4-0! 😁 #INDvPAK
1323,"On the Big Fight tonight at 8, what next for Jammu and Kashmir?"
1324,How is it acceptable to openly threaten the media like this? https://t.co/ffTPCwBqk1
1325,"RT @OmarAbdullah: Dear journalists, your colleagues in Kashmir just got threatened by a @BJP4India MLA. It seems Shujaat’s death is now a t…"
1326,You have to feel sorry for Messi! https://t.co/pmIjEENrHR
1327,RT @VP: Today the U.S. took a stand against some of the world’s worst human rights violators by withdrawing from the United Nations Human R…
1328,@Davinde14684961 @wadhwa Yes - and it’s already happening
1329,"@VORdotcom Well, our FIFA ranking has gone from 173 to 97! So you never know..."
1330,Technology will lead to disruption in every industry - and it will come out of nowhere! Can I use that as a tag lin… https://t.co/3j4wRGV7Mw
1331,"Japan become the first Asian team to beat a South American side at the World Cup! Hopefully, the first of many!  #COLJPN"
1332,"RT @ndtv: ""Was expecting this coalition to fall apart, but the timing has surprised me"": National Conference's Omar Abdullah on BJP-PDP spl…"
1333,@ragways True!
1334,"@hridayeshjoshi @amaresh4 hahaha! True! For now, let me focus on @editorji though!"
1335,True - but money isn't everything. Geography counts too - which is something the Maldives needs to be reminded abou… https://t.co/DfQxDYLmt5
1336,@amaresh4 sure.. whenever they ask me!
1337,@sanjayjalaan I don't HAVE a boss? What are you talking about?
1338,"Astonishing that a tiny neighbour like the Maldives feels able to flout international opinion on democracy, return… https://t.co/j7UJjWSBoa"
1339,"Our foreign policy seems to be going through a bad patch. Daily insults from the Maldives, Seychelles cancelling th… https://t.co/q0hBB2gvEg"
1340,Worth retweeting this today! Maybe those who only think of hate will learn something. #MuthalikDogComment https://t.co/M8smcEjrzv
1341,"RT @CandiceMalcolm: This is a Toronto area police car, flying a Khalistani separatist flag. 

This is disgraceful. 

We should support our…"
1342,@muazzam_na I’m not perturbed at all. But surely they should look at this too?
1343,Any reports coming from the UN human rights body? Perhaps a mention? https://t.co/GVspCcvnQ5
1344,@saurabh_lohani Yeah but Portugal was always going to be tough. Not the same as Germany losing to Mexico!
1345,Germany... Brazil... Argentina... What’s the next shock?
1346,"RT @ChelseaClinton: On #FathersDay &amp; every day, I could not imagine a better dad for Charlotte &amp; Aidan than Marc. I also could not imagine…"
1347,Excellent recap of #MEXvGER! 😂 https://t.co/BE4kUWANFU
1348,There are plenty! The relatively ‘silent’ majority 😁 https://t.co/sokA5kEmP7
1349,"@A14gadekar Huh? It pedals! And has a battery. Better than petrol or diesel, no?"
1350,"Well done, @AnushkaSharma! We need to end our silence when we see people littering. https://t.co/9yIZtzeWRk"
1351,I’m sure cycling in Delhi in this haze is bad for health! But loved this e-bike! https://t.co/PHvWc6tRq9
1352,"Remarkable courage and fortitude shown by Mohd Hanif, the father of murdered soldier Aurangzeb. https://t.co/8kOarRrnT2"
1353,"#EidMubarak to all! May this be a year of peace, harmony and happiness!"
1354,RT @sajadlone: @Junaid_Mattu They won’t stop. The best they could do is to shut up. And they won’t. My principle in the aftermath of my fat…
1355,"#Ronaldo to Spanish authorities: Don’t ever, ever, mess with me again! 😜 https://t.co/H49aivzzCp"
1356,One of the best games of football I’ve ever seen. Take a bow #Spain #Ronaldo. Hope the rest of #FifaWorldCup18 can match that!
1357,Absolutely incredible match! The genius of @Cristiano vs what seems a very good Spanish side. #PORvESP
1358,This match! More than living up to the hype! #PORESP
1359,These are such heartwarming images - and underline the fact that Afghan cricketers have a second home here in India. https://t.co/i8Ofy9yF0u
1360,"RT @rajnathsingh: The killing of @RisingKashmir editor, Shujaat Bukhari is an act of cowardice. It is an attempt to silence the saner voice…"
1361,"RT @Nidhi: Shujaat and other journalists who face risks in Kashmir. For talking peace between India and Pakistan, he was called a “jihadi”…"
1362,"RT @shahfaesal: At Syed Shujat Bukhari's funeral today, I realised that life has come to a dead end in Kashmir. We are now nothing but a la…"
1363,And the slide continues... https://t.co/etkz6bw3T5
1364,RT @Roshanjnu: We journalists are generally a dispassionate lot. But there are days when a news triggers a sense of personal loss and devas…
1365,"The terrorists attacked them at the time of iftaar, a day before Eid. What justification can there be for this? Hel… https://t.co/8JDCfiIhLc"
1366,"The forces of evil silence a voice of reason &amp; sanity in these tough and troubled times. Rest in peace, @bukharishujaat"
1367,Tragic and horrible news now coming that @bukharishujaat has died. He was shot coming out of his office. A friend a… https://t.co/vfIDGvVHJP
1368,This is such shocking news. I do hope @bukharishujaat is OK. https://t.co/kVBdCVBCBb
1369,The Delhi dust storm has made the sun go white! https://t.co/wuc8PE6rHp
1370,"RT @ndtv: Delhi Under A Thick Haze Of Dust, Pollution At ""Severe"" Level https://t.co/d3vqzDiNo4 #NDTVNewsBeeps https://t.co/wVfCGnlGFv"
1371,@sahilsc1 @editorji Nopes. Nothing like that.
1372,"I’ve been travelling - am busy working on the launch of @editorji! Still anchoring those shows though, which will r… https://t.co/dUdS0Keeji"
1373,"Welcome to Test cricket, Afghanistan! Wish you lots of success in the years ahead (though not in the first game!😜)"
1374,Here’s an interesting thought. The combined population of countries playing the Cricket World Cup next year is prob… https://t.co/Y6JElFXG2g
1375,Good lord! Spain sack their manager just before the World Cup begins! https://t.co/JrGF7A2Var
1376,Fight with America’s closest allies over trade while appeasing China. Threaten CAATSA action if India buys S400 mis… https://t.co/AK9ZefxPO6
1377,"RT @CitiznMukherjee: Full text of the speech at Nagpur yesterday. 
https://t.co/HyBV61efh2
#CitizenMukherjee https://t.co/y6c7BbxWuX"
1378,"RT @BarackObama: “Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us about food…"
1379,It was a bizarre order in the first place. A rollback was inevitable. https://t.co/WSguYW9z6L
1380,"RT @nytimes: Justin Trudeau said at a news conference with Emmanuel Macron that ""we are going to defend our industries and our workers"" and…"
1381,"""From our Constitution flows our Nationalism"". That's a nice way of summing up what should constitute patriotism. https://t.co/66P2RPckhq"
1382,"RT @CitiznMukherjee: India's Nationhood is not 1 lang,1religion,1 https://t.co/n5hElNFwpC is Perennial Universalism of 1.3billion people wh…"
1383,"Facebook Admits ""Bug"" Had Private Posts Of 14 Million Users Made Public
https://t.co/pD0JFypygy"
1384,Wow! This could be a huge development. https://t.co/29GzkGfDdX
1385,"Not One Nation, One Identity: 10 Big Quotes From Pranab Mukherjee Speech
https://t.co/X1TAtl7eM0"
1386,@sruthijith All the best!
1387,I must remember to use that! https://t.co/OGB2LpJuJL
1388,@Suparna_Singh I totally disagree! Bhutias are the best. Followed by German Shepherds!
1389,Chalo. That should set at rest any doubts about the performance of the UP government. https://t.co/5zB5fPlAo4
1390,NOW you are talking. *rubs hands in glee* https://t.co/jMuXnNSRq0
1391,This could be big! https://t.co/khY5NofYUS
1392,"RT @Gadgets360: Looking to watch a movie tonight? We've picked out the best ones from major streaming sites:

1. Best 70 movies on Hotstar…"
1393,"RT @ndtv: India successfully test-fires nuclear capable Agni-5 ballistic missile. Details here https://t.co/yUD5IaVubh

#Agni5 https://t.co…"
1394,"It is completely unacceptable in a democracy for someone to be harassed, let alone murdered, because of their polit… https://t.co/SpnX6JVy8E"
1395,"RT @ShekharGupta: Media houses should explain position on issues raised by Cobrapost sting: Editors Guild statement

https://t.co/IUQFBN1tBE"
